timestamp,machine_id,temperature,vibration,health
2026-05-17 11:42:11,M1,90.04,3.86
2026-05-17 11:42:13,M2,68.1,3.52
2026-05-17 11:42:15,M1,65.6,3.95
2026-05-17 11:42:17,M1,69.01,1.75
2026-05-17 11:42:19,M1,75.05,4.41
2026-05-17 11:42:21,M3,55.23,2.64
2026-05-17 11:42:23,M2,63.51,2.67
2026-05-17 11:42:25,M3,90.89,1.63
2026-05-17 11:42:27,M3,76.19,2.37
2026-05-17 11:42:29,M1,87.69,3.11
2026-05-17 11:42:31,M1,59.76,1.33
2026-05-17 11:42:33,M3,75.13,1.03
2026-05-17 11:42:35,M1,61.17,3.37
2026-05-17 11:42:37,M1,79.49,1.73
2026-05-17 11:42:39,M1,63.63,4.3
2026-05-17 11:42:41,M2,78.06,2.06
2026-05-17 11:42:43,M3,75.13,3.34
2026-05-17 11:42:45,M3,78.64,2.21
2026-05-17 11:42:47,M2,83.16,1.64
2026-05-17 11:42:49,M2,79.72,1.16
2026-05-17 11:42:51,M1,77.27,4.31
2026-05-17 11:42:53,M2,89.3,4.26
2026-05-17 11:42:55,M3,60.47,2.6
2026-05-17 11:42:57,M1,58.38,2.81
2026-05-17 11:42:59,M2,66.42,2.47
2026-05-17 11:43:01,M2,75.59,4.03
2026-05-17 11:43:03,M3,74.48,2.74
2026-05-17 11:43:05,M2,57.04,1.95
2026-05-17 11:43:07,M3,59.6,2.61
2026-05-17 11:43:09,M2,57.71,2.43
2026-05-17 11:43:11,M3,75.65,4.23
2026-05-17 11:43:13,M1,67.03,3.33
2026-05-17 11:43:15,M3,91.54,4.82
2026-05-17 11:43:17,M1,63.15,4.98
2026-05-17 11:43:19,M2,87.2,1.74
2026-05-17 11:45:06,M1,91.45,1.47
2026-05-17 11:45:08,M1,78.94,2.07
2026-05-17 11:45:10,M1,75.84,1.17
2026-05-17 11:45:12,M3,67.07,3.07
2026-05-17 11:45:14,M3,70.54,1.14
2026-05-17 11:45:16,M2,93.01,4.08
2026-05-17 11:45:18,M3,68.99,1.3
2026-05-17 11:45:20,M2,78.61,3.67
2026-05-17 11:45:22,M2,67.18,2.74
2026-05-17 11:45:24,M2,62.38,3.14
2026-05-17 11:45:26,M1,57.11,3.14
2026-05-17 11:45:28,M1,85.37,1.2
2026-05-17 11:45:30,M3,71.66,3.98
2026-05-17 11:45:32,M1,91.46,4.82
2026-05-17 11:45:34,M2,55.99,1.02
2026-05-17 11:45:36,M3,94.0,4.18
2026-05-17 11:45:38,M1,76.18,2.71
2026-05-17 11:45:40,M1,69.51,3.57
2026-05-17 11:45:42,M2,91.75,4.12
2026-05-17 11:45:44,M3,92.24,1.86
2026-05-17 11:45:46,M3,58.31,1.94
2026-05-17 11:45:48,M2,66.81,3.98
2026-05-17 11:45:50,M3,83.63,2.68
2026-05-17 11:45:52,M2,56.63,3.08
2026-05-17 11:45:54,M1,92.17,2.44
2026-05-17 11:45:56,M2,64.28,1.93
2026-05-17 11:45:58,M2,90.25,1.78
2026-05-17 11:46:00,M3,75.19,4.64
2026-05-17 11:46:02,M3,77.68,3.35
2026-05-17 11:46:04,M3,57.3,1.4
2026-05-17 11:46:06,M2,83.86,1.78
2026-05-17 11:46:08,M2,81.59,3.4
2026-05-17 11:46:10,M1,58.08,4.61
2026-05-17 11:46:12,M3,61.11,2.61
2026-05-17 11:46:14,M1,89.03,4.78
2026-05-17 11:46:16,M1,64.69,1.33
2026-05-17 11:46:18,M2,76.44,3.65
2026-05-17 11:46:20,M2,69.97,3.98
2026-05-17 11:46:22,M1,78.85,2.41
2026-05-17 11:46:24,M1,83.58,4.76
2026-05-17 11:46:26,M2,58.3,3.59
2026-05-17 11:46:28,M2,70.39,4.65
2026-05-17 11:46:30,M3,67.27,4.92
2026-05-17 12:01:05,M2,65.72,4.01
2026-05-17 12:01:07,M1,64.66,4.63
2026-05-17 12:01:09,M1,61.51,4.03
2026-05-17 12:01:11,M2,81.22,1.51
2026-05-17 12:01:13,M3,83.5,1.25
2026-05-17 12:01:15,M2,58.63,3.71
2026-05-17 12:01:17,M1,86.23,2.72
2026-05-17 12:01:19,M3,89.67,4.05
2026-05-17 12:01:21,M2,57.82,4.1
2026-05-17 12:01:23,M3,55.33,3.53
2026-05-17 12:01:25,M3,87.78,2.73
2026-05-17 12:01:27,M1,60.31,4.02
2026-05-17 12:01:29,M3,79.56,1.23
2026-05-17 12:01:31,M3,68.1,1.88
2026-05-17 12:01:33,M2,87.92,1.16
2026-05-17 12:01:35,M3,66.56,1.99
2026-05-17 12:01:37,M2,65.3,4.85
2026-05-17 12:01:39,M3,93.93,1.48
2026-05-17 12:01:41,M1,71.6,1.6
2026-05-17 12:01:43,M2,77.93,1.64
2026-05-17 12:01:45,M2,58.18,2.42
2026-05-17 12:01:47,M2,93.4,3.79
2026-05-17 12:01:49,M2,87.93,2.79
2026-05-17 12:01:51,M3,90.73,4.98
2026-05-17 12:01:53,M1,84.61,3.41
2026-05-17 12:01:55,M1,58.62,4.54
2026-05-17 12:01:57,M3,61.31,2.31
2026-05-17 12:01:59,M1,89.92,2.41
2026-05-17 12:02:01,M3,56.36,3.23
2026-05-17 12:02:03,M3,84.5,1.11
2026-05-17 12:02:05,M2,75.04,4.23
2026-05-17 12:02:07,M2,62.54,1.37
2026-05-17 12:02:09,M2,81.93,3.86
2026-05-17 12:02:11,M3,78.81,1.2
2026-05-17 12:02:13,M3,80.56,1.93
2026-05-17 12:02:15,M1,74.82,3.73
2026-05-17 12:02:17,M1,89.15,1.04
2026-05-17 12:02:19,M1,83.4,4.56
2026-05-17 12:02:21,M3,61.93,2.26
2026-05-17 12:02:23,M2,65.05,2.33
2026-05-17 12:02:26,M1,63.72,4.48
2026-05-17 12:02:28,M3,93.85,3.33
2026-05-17 12:02:30,M1,71.81,4.47
2026-05-17 12:02:32,M3,93.9,3.59
2026-05-17 12:02:34,M3,80.37,1.97
2026-05-17 12:02:36,M1,86.55,1.86
2026-05-17 12:02:38,M2,74.35,4.3
2026-05-17 12:02:40,M3,60.95,4.09
2026-05-17 12:02:42,M1,82.18,2.2
2026-05-17 12:02:44,M1,75.92,3.26
2026-05-17 12:02:56,M3,63.63,3.8
2026-05-17 12:02:58,M1,90.74,3.36
2026-05-17 12:03:00,M1,77.65,3.97
2026-05-17 12:03:02,M3,68.61,1.63
2026-05-17 12:03:04,M2,92.84,3.3
2026-05-17 12:03:06,M3,73.32,4.33
2026-05-17 12:03:08,M1,84.19,2.93
2026-05-17 12:03:10,M3,58.92,2.41
2026-05-17 12:03:12,M3,82.65,1.83
2026-05-17 12:03:14,M2,77.31,2.32
2026-05-17 12:03:16,M3,68.09,3.17
2026-05-17 12:03:18,M3,93.75,1.84
2026-05-17 12:03:20,M3,88.43,4.73
2026-05-17 12:03:22,M3,62.91,4.73
2026-05-17 12:03:24,M3,65.77,1.98
2026-05-17 12:03:26,M2,62.66,3.81
2026-05-17 12:03:28,M2,85.1,1.86
2026-05-17 12:03:30,M3,89.76,2.04
2026-05-17 12:03:32,M2,59.19,1.9
2026-05-17 12:03:34,M1,84.22,2.32
2026-05-17 12:03:36,M2,79.94,3.58
2026-05-17 12:03:38,M1,93.51,1.49
2026-05-17 12:03:40,M3,87.83,4.86
2026-05-17 12:03:42,M1,57.83,4.42
2026-05-17 12:03:44,M1,80.08,4.99
2026-05-17 12:03:46,M1,86.39,2.27
2026-05-17 12:03:48,M2,67.82,1.04
2026-05-17 12:03:50,M2,89.71,4.4
2026-05-17 12:03:52,M3,63.8,1.52
2026-05-17 12:03:54,M3,77.99,2.45
2026-05-17 12:03:56,M1,90.32,1.63
2026-05-17 12:03:58,M1,86.23,1.53
2026-05-17 12:04:00,M2,67.97,3.09
2026-05-17 12:04:02,M3,69.06,2.27
2026-05-17 12:04:04,M1,69.4,4.68
2026-05-17 12:04:06,M2,67.37,3.48
2026-05-17 12:04:08,M1,64.76,1.1
2026-05-17 12:04:10,M1,59.14,2.69
2026-05-17 12:04:12,M2,64.43,1.84
2026-05-17 12:04:14,M3,65.82,3.26
2026-05-17 12:04:16,M2,66.99,2.25
2026-05-17 12:04:18,M3,67.13,1.95
2026-05-17 12:04:20,M3,60.73,4.42
2026-05-17 12:04:22,M3,58.67,3.86
2026-05-17 12:04:24,M1,56.45,3.12
2026-05-17 12:04:26,M1,55.23,1.17
2026-05-17 12:04:28,M1,60.59,2.74
2026-05-17 12:04:30,M2,75.23,3.43
2026-05-17 12:04:32,M3,81.69,2.68
2026-05-17 12:04:34,M3,83.03,2.56
2026-05-17 12:04:36,M3,83.91,4.34
2026-05-17 12:04:38,M2,87.47,4.61
2026-05-17 12:04:40,M2,64.85,1.72
2026-05-17 12:04:42,M1,61.77,2.32
2026-05-17 12:04:44,M2,89.91,4.28
2026-05-17 12:04:46,M1,58.1,2.85
2026-05-17 12:04:48,M1,89.46,1.3
2026-05-17 12:04:50,M3,83.5,3.87
2026-05-17 12:04:52,M2,88.96,3.44
2026-05-17 12:04:54,M1,76.01,4.7
2026-05-17 12:04:56,M3,72.08,4.61
2026-05-17 12:04:58,M1,55.99,2.96
2026-05-17 12:05:00,M2,75.38,1.4
2026-05-17 12:05:02,M3,65.98,1.67
2026-05-17 12:05:04,M3,86.65,4.57
